STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2016,,7.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2017,,7.21,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2018,,7.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2019,,7.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2020,,7.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2021,,7.20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2022,,7.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,CZ,Czechia,2023,,6.87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2008,,24.45,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2010,,24.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2012,,25.37,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2014,,25.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2016,,25.24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2018,,25.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2020,,26.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DE,Germany,2022,,26.44,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2008,,14.19,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2009,,15.30,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2010,,15.85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2011,,14.69,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2012,,14.89,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2013,,14.08,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2014,,13.81,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2015,,13.55,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2016,,13.40,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2017,,13.20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2018,,12.35,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2019,,10.40,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2020,,10.91,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2021,,11.08,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2022,,11.34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,DK,Denmark,2023,,11.29,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2008,,17.71,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2009,,17.29,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2010,,16.80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2011,,16.62,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2012,,17.20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2013,,17.12,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2014,,17.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2015,,17.80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2016,,16.34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2017,,17.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2018,,17.89,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2019,,17.66,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2020,,18.21,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2021,,18.65,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2022,,18.40,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EE,Estonia,2023,,18.01,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2008,,33.31,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2009,,33.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2010,,33.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2011,,32.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2012,,34.33,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2013,,35.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2014,,36.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2015,,37.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2016,,40.06,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2017,,40.20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2018,,40.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2019,,40.59,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2020,,29.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2021,,28.28,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2022,,25.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,EL,Greece,2023,,25.97,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2008,,9.72,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2009,,9.81,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2010,,10.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2011,,10.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2012,,10.76,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2013,,11.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2014,,11.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2015,,11.55,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2016,,11.56,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2017,,6.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2018,,6.45,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2019,,6.24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2020,,6.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2021,,6.15,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2022,,6.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2023,,6.16,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2008,,17.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2009,,17.65,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2010,,18.07,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2011,,18.03,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2012,,18.03,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2013,,18.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2014,,18.12,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2015,,18.11,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2016,,19.46,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2017,,18.99,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2018,,19.61,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2019,,19.70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2020,,20.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2021,,18.61,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2022,,18.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2023,,18.96,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2008,,9.20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2009,,9.22,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2010,,9.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2011,,9.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2012,,8.97,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2013,,8.85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2014,,8.60,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2015,,8.60,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC2612A,Professional judges,T,Total,P_HTHAB,Per hundred thousand inhabitants,FR,France,2017,,10.58,,,,,
